Project ID,Category,Title,County,Improvement Type,Cost,Primary Project, Description
"23576","Twelve Year","PA 985/Bens Run","Somerset      ","Bridge Replacement","1880520","null","over N. Fork of Bens Run
Conemaugh Twp
Bridge Rehabilitation"
"24082","Twelve Year","Parker Bridge #1","Armstrong     ","Bridge Replacement","2644900","null","Existing structure carrying PA 268 over a tributary to the Allegheny River
Parker City
Bridge Replacement"
"24083","Twelve Year","Foxburg Bridge #2","Armstrong     ","Bridge Replacement","3800000","null","Existing structure carrying PA 268 over Fowler Run
Hovey Township
Bridge Replacement"
"24241","Twelve Year","PA 528 over Lake Arthur","Butler        ","Reconstruct","22986678","null","Existing structure carrying PA 528 over Lake Arthur
Franklin Township
Bridge Reconstruction"
"24663","Twelve Year","US 422 over PA 356","Butler        ","Bridge Replacement","7873360","null","Existing structure carrying US 422 over PA 356
Butler Township
Bridge Replacement"
"24679","Twelve Year","PA 58 over McMurray Run","Butler        ","Bridge Replacement","866200","null","Existing structure carrying PA 58 over McMurray Run
Mercer Township
Brisdge Replacement"
"24722","Twelve Year","PA 8 over Muddy Creek","Butler        ","Bridge Replacement","4000000","null","Existing structure carrying PA 8 over Muddy Creek
Clay Township
Bridge Replacement"
"25172","Twelve Year","Reidsburg Bridge #1","Clarion       ","Bridge Rehabilitation","1312650","null","Existing structure carrying PA 68 over Reids Run
Monroe Township
Bridge Replacement"
"25590","Twelve Year","PA 286 over Reeds Run","Indiana       ","Bridge Replacement","2281756","null","Existing structure carrying PA 286 over Reeds Run
Black Lick Township
Bridge Replacement"
"25621","Twelve Year","US 119 over SR 8001 (Northbound and Southbound)","Indiana       ","Bridge Rehabilitation","2118640","null","Existing structure carrying US 119 northbound and southbound over SR 8001
White Township
Bridge Rehabilitation"
"25959","Twelve Year","T-472 over North Fork Cr.","Jefferson     ","Bridge Replacement","1814600","null","Existing structure carrying T-472 (Humpback Road) over North Fork Creek
Warsaw Township
Bridge Replacement"
"27264","Twelve Year","PA 65,Ohio River Blvd.","Allegheny     ","Bridge Replacement","2500000","null","Bridge Rehabilitation on PA 65 (Ohio River Boulevard) over Forest Ave in Ben Avon Borough."
"27284","Twelve Year","West Smithfield Bridge","Allegheny     ","Bridge Replacement","1000000","null","Bridge rehabilitation on State Route 2018 (West Smithfield Road) over Shannon Run in Elizabeth Township, Allegheny County."
"27505","Twelve Year","PA 286/Sandune-Logans","Allegheny     ","Add Turning Lane","25842000","null","SR 286, begins at Presque Isle Drive/Sandune Drive and end just north of Logans Ferry Road
Plum, Allegheny County and Murrysville, Westmoreland County.  
Widening iwth bitumous to add a center turn lane; milling and resurfacing; shoulder"
"28140","Twelve Year","Flaugherty Run ov Bus 60","Allegheny     ","Bridge Rehabilitation","2000000","null","Flaugherty Run ov Bus 60
Located on Flaugherty Run Rd over Business 60 in Finlay Twp, Allegheny County.
 Complete rehab of the 206 foot bridge."
"28440","Twelve Year","Pineview Drive Bridge","Allegheny     ","Bridge Replacement","1500000","null","Bridge Replacement on State Route 2017 (Pineview Drive) over Gillespie Run in Elizabeth Township, Allegheny County."
"28549","Twelve Year","Hulton Road Bridge","Allegheny     ","Bridge Replacement","1000000","null","Bridge rehabilitation on State Route 2074 over Caldwell Run in Penn Hills Borough"
"28606","Twelve Year","Little Deer Ck Rd Bridge","Allegheny     ","Bridge Replacement","1500000","null","Bridge replacement on State Route 1015 (Little Deer Creek Road) over a small creek in West Deer Township, Allegheny County"
"28615","Twelve Year","New Texas Road Bridge","Allegheny     ","Bridge Replacement","1000000","null","Bridge Replacement on State Route 2075 (New Texas Road) over a Branch of Little Plum Creek in Plum Borough, Allegheny County"
"28857","Twelve Year","Freedom Criders Bridge 1","Beaver        ","Bridge Rehabilitation","1300000","null","Bridge Restoration on SR 2004, over Crows Run and Pine Run, in New Sewickley Township, Beaver County"
"28918","Twelve Year","SR 4042, Old Rochester-Bridgewater Rd Bridge","Beaver        ","Bridge Preservation Activities","5500000","null","Bridge preservation on SR 4042, Old Rochester-Bridgewater Rd over Beaver River and Norfolk Southern Railroad in Rochester and Bridgewater Boroughs, Beaver County"
"29405","Twelve Year","Breakneck Bridge","Lawrence      ","Bridge Rehabilitation","1600000","null","Bridge rehabilitation on SR 2013 over Slippery Rock Creek in Slippery Rock Township, Lawrence County."
"29473","Twelve Year","Garfield Road Bridge","Lawrence      ","Bridge Replacement","500000","null","Bridge replacement or restoration on Garfield Road Bridge over Sugar Creek in North Beaver Township, Lawrence County"
"29507","Twelve Year","SR 2012, Union Valley Road","Lawrence      ","Reconstruct","3000000","null","Union Valley/2003 - 2001
Located on SR 2012 (Union Valley), from SR 2003 to SR 2001, Shenango Township
Reconstruct and widen"
"29531","Twelve Year","Mcconnell Mill Rd Bridge","Lawrence      ","Bridge Replacement","500000","null","2013/Mcconnell Mill Rd Bridge
Located on SR 2013, Mcconnell Mill Road, Bridge over Branch of Slippery Rock Creek, Slippery Rock Township.
Bridge replacement"
"29965","Twelve Year","SR 4038 ov Washington Run","Fayette       ","Bridge Improvement","301600","null","SR 4038 over Washington Run 
Perry Township, Fayette County
Bridge Improvements"
"30010","Twelve Year","SR 4003 over Redstone Ck","Fayette       ","Bridge Improvement","252000","null","SR 4003 over Redstone Creek 
Bridge Improvements 
Brownsville and Jefferson Townships, Fayette County"
"30648","Twelve Year","Ten Mile Crk. BR #1","Washington    ","Bridge Replacement","400000","null","SR 2020 over Ten Mile Creek
Amwell Twp
Bridge replacement"
"31632","Twelve Year","SR 2027 ov Br Ninemile Run","Westmoreland  ","Bridge Improvement","80000","null","SR 2027 ov Br of Nine Mile Run 
Unity Township, Westmoreland County
Bridge Improvements"
"32165","Twelve Year","SR 2007:Thurston Road","Crawford      ","Resurface","400000","null","State Route 2007 (Hunter Road/Thurston Road) from Pettis Road to State Route 27
West Mead Township and the City of Meadville
Resurfacing"
"32320","Twelve Year","SR 3017: Indiana Avenue","Mercer        ","Resurface","350000","null","State Route 3017 (Indiana Avenue) from State Route 418 (Mercer Avenue) to State Route 518 (New Castle Avenue) 
City of Farrell
Resurfacing"
"32321","Twelve Year","SR 3023: Seventh Avenue","Mercer        ","Resurface","375000","null","State Route 3023 (Seventh Avenue) from Hazen Road to State Route 518/State Route 62 (Ridge Road)
Borough of Sharpsville
Resurfacing"
"34914","Twelve Year","Slippery Rock Northwest","Butler        ","Resurface","1500000","null","Along PA 258 from PA 108 to the Mercer County Line
Slippery Rock Township
Resurfacing"
"47034","Twelve Year","SR 171 over Canawacta Creek","Susquehanna   ","Replace/Rehab","1900000","null","Bridge rehabilitation/replacement on State Route 191 (Main Street) over Canawacta Creek in Lanesboro Borough, Susquehanna County."
"47147","Twelve Year","Third St Dam at Broomall Lake (L)","Delaware      ","Bridge Replacement","0","47147","Third Street Dam at Broomall Lake
Media Borough
Bridge Rehabilitation"
"47502","Twelve Year","SR 1102:Shaddock Rd/I-90","Erie          ","Bridge Replacement","3250000","null","State Route 1102 (Shaddock Road) Bridge over Interstate 90 (American Veterans Memorial Highway)
North East Township
Bridge Replacement"
"47508","Twelve Year","Moorheadville Rd Br/I-90","Erie          ","Bridge Replacement","1150000","null","State Route 1006 (Moorheadville Road) Bridge over Interstate 90 (American Veterans Memorial Highway)
North East Township
Bridge Replacement/Restoration"
"47617","Twelve Year","Little Fishing Creek II","Centre        ","Bridge Improvement","200000","null","SR 64 over Little Fishing Creek
Walker Township
Bridge Improvement"
"48172","Twelve Year","23: Moore to Geerdes","Montgomery    ","Relocation/Realignment","19319000","null","23: Moore to Geerdes 
Upper Merion Township
Relocation
"
"48174","Twelve Year","PA 63:Welsh Rd@Limekiln","Montgomery    ","Intersection Improvement","27547000","null","PA 63:  Welsh Rd @ Limekiln Pk & Norristown Rd
Horsham & U Dublin Twps
Intersection Improvements"
"48483","Twelve Year","Valleybrook/Bebout Rd Intersection","Washington    ","Intersection Improvement","80000","null","SR 1010 (Valley Brook Road) and SR 1019 (Bebout Road); 
Peters Township, Washington County
Safety Improvement"
"51510","Twelve Year","SR 2011 ov Br Ten Mile Ck","Washington    ","Bridge Improvement","1600000","null","SR 2011 ov Branch of Ten Mile Creek
West Bethlehem Township, Washington County
Bridge Improvements"
"57178","Twelve Year","US 6 Bridge/Dtchman Run #1","Warren        ","Bridge Rehabilitation","310000","null","State Route 6 (Grand Army of the Republic Highway) Bridge #1 over Dutchman Run 
Mead Township
Bridge Restoration/Rehabilitation"
"57971","Twelve Year","SR 1015: Hotch Kiss Run","Crawford      ","Bridge Preservation Activities","150000","null","State Route 1015 (Gospel Hill Road) Bridge over Hotch Kiss Run 
Cussewago Township
Bridge Preservation"
"57975","Twelve Year","SR 1039: Mosey Run Brdg","Crawford      ","Bridge Replacement","930000","null","State Route 1039 (Main Street) Riceville Road Bridge over Mosey Run
Bloomfield Township
Bridge Replacement"
"58244","Twelve Year","US 62 Bridge/Sage Run #2","Venango       ","Bridge Rehabilitation","230000","null","State Route 62 (Riverside Drive) Bridge #2 over Sage Run 
Cranberry Township
Bridge Restoration/Rehabilitation"
"58247","Twelve Year","US 62 Bridge/Sage Run #8","Venango       ","Bridge Rehabilitation","230000","null","State Route 62 (Riverside Drive) Bridge #8 over Sage Run
Cranberry Township
Bridge Rehabilitation/Restoration"
"58266","Twelve Year","SR 1006 Brdg/Allender Run","Venango       ","Bridge Preservation Activities","150000","null","State Route 1006 (Pithole Road) Bridge over Allender Run
Cornplanter Township
Bridge Preservation"
"58269","Twelve Year","SR 3011: S. Sandy Ck Brdg","Venango       ","Bridge Preservation Activities","150000","null","State Route 3011 (Hells Kitchen Road) Bridge over South Sandy Creek
Mineral Township
Bridge Preservation"
"58306","Twelve Year","PA 957: Kianetone Creek Bridge","Warren        ","Bridge Replacement","640000","null","PA 957 (Russell Lander Road) Bridge over Kianetone Creek
Farmington Township
Bridge Preservation/Rehabilitation/Replacement"
"62681","Twelve Year","Clairton Blvd Br ov Falle","Allegheny     ","Bridge Replacement","2000000","null","Bridge Rehab/Replacement on Clairton Boulevard over Fallen Timber Run in Forward Township"
"63084","Twelve Year","Big Buffalo Creek ov Big Buffalo Ck","Perry         ","Bridge Rehabilitation","603000","null","Middle Ridge Road (SR 4008) over Big Buffalo Creek
Saville Township
Bridge Rehabilitation"
"63174","Twelve Year","Stone Bridge Road Bridge","Franklin      ","Bridge Replacement","2684000","null","Stone Bridge Road (SR 4006) over West Branch of Conococheague Creek
Metal Township
Bridge replacement"
"63179","Twelve Year","SR 2016/I-81 Bridge","Franklin      ","Bridge Preservation Activities","1404000","null","Bridge preservation
State Route 2016 (Clay Hill Road) over Interstate 81 
Antrim Township
"
"63358","Twelve Year","SR 1028 over Little Bull Creek","Allegheny     ","Bridge Replacement","1000000","null","Bridge replacement on SR 1028 (Bakerstown Road) over Little Bull Creek at intersection with Township Road 701 in Fawn Township, Allegheny County."
"63857","Twelve Year","US 30 to Somerset Co Line","Bedford       ","Resurface","18818967","null","Somerset County line to the 4-Lane US 30 Bedford Bypass
Schellsburg Borough and Juniata, Napier and Bedford Townships
Resurface and Guiderail update"
"67234","Twelve Year","SR 4011 over South Branch Tunkannock Creek","Lackawanna    ","Replace/Rehab","1400000","null","Bridge rehabilitation/replacement on State Route 4011 (Turnpike Road) over South Branch of Tunkhannock Creek in Dalton Borough, Lackawanna County."
"67450","Twelve Year","SR 3004 over Turtle Run Creek","Luzerne       ","Replace/Rehab","1400000","null","Bridge replacement on State Route 3004 (Main Street) over Turtle Run Creek, in Conyngham Township, Luzerne County."
"67460","Twelve Year","SR 3040 over Tributary Nescopeck Creek","Luzerne       ","Replace/Rehab","1400000","null","Bridge rehabilitation/replacement on State Route 3040 (St. Johns Road) over Tributary to Nescopeck Creek in Butler Township, Luzerne County."
"67482","Twelve Year","SR 3004 over Espy Run","Luzerne       ","Replace/Rehab","1400000","null","Bridge replacement on State Route 3004(Kirmar Avenue) over Espy Run, in Newport Township, Luzerne County."
"67511","Twelve Year","SR 402 over Inlet to Pecks Pond","Pike          ","Replace/Rehab","350000","null","Bridge replacement on State Route 402 over inlet to Pecks Pond, in Porter Township, Pike County."
"67585","Twelve Year","SR 3008 over Ariel Creek","Wayne         ","Replace/Rehab","1300000","null","Bridge rehabilitation/replacement on State Route 3008 (Goose Pond Road) over Ariel Creek in Salem Township, Wayne County."
"67589","Twelve Year","SR 3020 over Inlet Lake Quinsigamund","Wayne         ","Replace/Rehab","650000","null","Bridge rehabilitation/replacement on State Route 3020 (Lake Quinn Road) over Inlet to Lake Quinn, in South Canaan Township, Wayne Conty."
"68883","Twelve Year","SR 247 over West Branch Dyberry Creek","Wayne         ","Replace/Rehab","1000000","null","Bridge replacement on State Route 247 (Creamton Drive) over West Branch of Dyberry Creek in Mount Pleasant Township, Wayne County."
